train,valid
728918.6845703125,66096.962890625
210074.15234375,34314.6640625
140356.6357421875,27353.802734375
118695.693359375,24768.189453125
108155.1240234375,24122.38671875
101474.8759765625,22578.15625
96952.2939453125,22471.546875
93608.439453125,21788.291015625
90485.7841796875,21604.771484375
88294.158203125,21149.62890625
86192.1767578125,21287.78515625
84008.7861328125,20800.224609375
82188.439453125,20761.4140625
80513.412109375,21137.474609375
79426.6435546875,21472.9453125
