train,valid
629255.01171875,46677.560546875
164431.8623046875,28509.9921875
122421.8583984375,24987.009765625
108724.7041015625,23320.15234375
101202.451171875,22844.005859375
95552.74609375,21937.2578125
91925.4892578125,22206.326171875
88662.80859375,21480.171875
85228.1279296875,21261.611328125
82827.6298828125,21281.21484375
80419.1201171875,20761.34375
77823.0771484375,20645.337890625
75925.3388671875,20655.5859375
74295.2529296875,20770.66796875
71953.0498046875,20578.2578125
