train,valid
1119444.939,174849.8359
672456.0645,89301.30859
362485.873,43692.54297
219970.3105,32012.96875
178604.5254,26271.28906
156970.4961,25818.28906
143994.2012,24811.47656
134903.875,23992.01172
126702.9121,24936.58203
120901.1738,23966.33594
114861.1836,25180.89063
110474.9961,24707.23047
104951.5215,26648.41406
100123.166,25759.14844
96268.00391,25145.625
